32,32,4,20089.72503,54919.34022,0,0,0,116332.5965,173779.8877,223386.6752,289050.084,706602.547,,-2.289989064,-0.867093346,0,0,0,-0.111640579,-0.306301778,3.095897045,-0.577891136,2.410752162,,20560.55961,55399.70739,0,0,0,116462.6161,174313.814,216678.5314,290730.188,689969.1016,,32,32,4,-2.289989064,-0.867093346,0,0,0,-0.111640579,-0.306301778,3.095897045,-0.577891136,2.410752162
32,32,8,20147.65816,54930.17599,0,0,0,116375.8234,173985.0177,222910.7774,289765.1693,691179.814,,-2.008220826,-0.847534093,0,0,0,-0.07452403,-0.18862318,2.876263912,-0.331929298,0.175473361,,,,,,,,,,,,,32,32,8,-2.008220826,-0.847534093,0,0,0,-0.07452403,-0.18862318,2.876263912,-0.331929298,0.175473361
32,32,16,20373.56835,55119.20914,0,0,0,116517.8904,174412.9085,220286.7034,290082.2379,692574.4152,,-0.909465757,-0.506317229,0,0,0,0.047461101,0.056848322,1.665219141,-0.222869891,0.377598538,,20596.47784,55419.88088,0,0,0,116677.6638,174684.7263,226032.7994,290834.7607,739838.489,,32,32,16,-0.909465757,-0.506317229,0,0,0,0.047461101,0.056848322,1.665219141,-0.222869891,0.377598538
32,32,32,20471.5104,55187.68738,0,0,0,116552.3841,174362.4433,219232.0344,290484.0247,691824.9985,,-0.43310687,-0.382709635,0,0,0,0.077078891,0.027897568,1.178475521,-0.084670715,0.26898255,,,,,,,,,,,,,32,32,32,-0.43310687,-0.382709635,0,0,0,0.077078891,0.027897568,1.178475521,-0.084670715,0.26898255
32,32,64,20475.1937,55241.90449,0,0,0,116672.5576,174600.2753,218951.9339,290591.8955,705671.3385,,-0.415192509,-0.284844305,0,0,0,0.180265228,0.164336534,1.049205424,-0.047567304,2.275788365,,,,,,,,,,,,,32,32,64,-0.415192509,-0.284844305,0,0,0,0.180265228,0.164336534,1.049205424,-0.047567304,2.275788365
32,64,4,20210.34144,54965.71276,0,0,0,116308.1633,173735.2857,222985.9876,288994.0515,705127.0565,,-1.70334937,-0.783387956,0,0,0,-0.132619998,-0.331888953,2.910974406,-0.597164174,2.196903378,,,,,,,,,,,,,32,64,4,-1.70334937,-0.783387956,0,0,0,-0.132619998,-0.331888953,2.910974406,-0.597164174,2.196903378
32,64,8,20163.63782,54885.78832,0,0,0,116280.767,173791.0268,222937.9961,289410.6636,691478.842,,-1.930500873,-0.92765667,0,0,0,-0.156143653,-0.299911498,2.888825712,-0.453865639,0.218812704,,0.174694844,0.03641442,0,0,0,0.184649613,0.212784203,4.317118229,0.035968971,7.227771044,,32,64,8,-1.930500873,-0.92765667,0,0,0,-0.156143653,-0.299911498,2.888825712,-0.453865639,0.218812704
32,64,16,20376.63977,55077.15594,0,0,0,116524.9052,174436.726,220273.1676,290171.1262,691743.1815,,-0.894527352,-0.58222592,0,0,0,0.053484262,0.070511928,1.658972203,-0.192295737,0.257124481,,11.72984346,12.47828932,0,0,0,20.66160377,26.07662012,22.52575584,25.91138176,19.82834133,,32,64,16,-0.894527352,-0.58222592,0,0,0,0.053484262,0.070511928,1.658972203,-0.192295737,0.257124481
32,64,32,20482.44288,55183.59147,0,0,0,116605.353,174581.9898,219409.9067,290657.6406,692034.7786,,-0.379934801,-0.390103025,0,0,0,0.122560368,0.153846548,1.26056592,-0.024953527,0.299386827,,,,,,,,,,,,,32,64,32,-0.379934801,-0.390103025,0,0,0,0.122560368,0.153846548,1.26056592,-0.024953527,0.299386827
32,64,64,20495.05206,55213.96946,0,0,0,116556.618,174456.6583,218774.9572,290384.1243,705782.6576,,-0.318607759,-0.335268805,0,0,0,0.080714317,0.081946656,0.967528324,-0.119032589,2.291922291,,,,,,,,,,,,,32,64,64,-0.318607759,-0.335268805,0,0,0,0.080714317,0.081946656,0.967528324,-0.119032589,2.291922291
