32,32,4,20172.49022,56575.68056,0,0,0,109816.9776,161872.4188,199935.0485,256938.8793,643523.9834,,-3.713031951,-0.892347118,0,0,0,-0.763829906,-1.598092067,0.152467798,-2.079121409,0.199933436,,20950.38473,57085.07757,0,0,0,110662.2491,164501.3015,199630.6765,262394.3775,642239.9314
32,32,8,20354.94246,56116.45564,0,0,0,109375.3396,162458.9312,199991.1979,258118.8089,647318.5315,,-2.842154219,-1.696804137,0,0,0,-1.162916353,-1.241552357,0.180594451,-1.629443489,0.790763733,,,,,,,,,,,
32,32,16,20625.69042,56448.37993,0,0,0,100633.4715,155349.7481,199529.1879,258212.6068,644141.8492,,-1.549824921,-1.115348703,0,0,0,-9.062510064,-5.56321005,-0.050837916,-1.593696565,0.296138267,,1.297600307,0.743646998,0,0,0,5.135000533,5.848565631,12.9714645,10.52386611,21.85733444
32,32,32,20772.3917,56601.18871,0,0,0,107247.5611,161225.3857,199923.2691,259496.9732,643197.9834,,-0.849592982,-0.847662672,0,0,0,-3.085684511,-1.991422104,0.146567199,-1.104217166,0.149173602,,,,,,,,,,,
32,32,64,20772.95028,56799.0518,0,0,0,108171.0173,160898.5053,199730.1569,259007.7155,618356.3435,,-0.846926791,-0.501051779,0,0,0,-2.25120288,-2.19013203,0.049832457,-1.290676086,-3.718795164,,5.118119638,37.32105021,0,0,0,15.35392303,15.69337408,22.04559538,17.18058962,24.56068712
32,64,4,20399.03294,56880.62077,0,0,0,109831.2792,161824.652,200251.084,256917.712,644452.6955,,-2.631702307,-0.358161599,0,0,0,-0.750906269,-1.627129402,0.310777889,-2.087188412,0.344538604,,,,,,,,,,,
32,64,8,20387.95123,56914.96623,0,0,0,109615.3584,162569.6639,200639.0749,258331.7412,648559.7649,,-2.684597359,-0.297996219,0,0,0,-0.946023244,-1.174238188,0.505132237,-1.548293782,0.984030046,,21222.23696,57509.58907,0,0,0,116344.7561,174122.2676,225525.6983,290008.4099,782616.4606
32,64,16,20670.7804,56565.82778,0,0,0,100644.5092,155831.3546,199879.0787,258683.9735,644457.2089,,-1.334602234,-0.909606923,0,0,0,-9.052535856,-5.270442456,0.124431133,-1.414056015,0.345241364,,829.0484567,2289.950769,0,0,0,5735.582403,9386.572883,11113.65463,15743.50177,36978.5818
32,64,32,20790.6829,56484.67377,0,0,0,107275.8225,161345.1162,200118.4315,259558.0835,643262.0127,,-0.762285769,-1.051770187,0,0,0,-3.060146059,-1.918638221,0.24432894,-1.080927715,0.15914328,,,,,,,,,,,
32,64,64,20733.02167,56754.77086,0,0,0,108166.2216,160971.4735,199966.9997,258851.9882,619092.9704,,-1.037513294,-0.578621866,0,0,0,-2.255536455,-2.145774832,0.168472932,-1.350024643,-3.604098635,,,,,,,,,,,
32,128,4,20376.14261,57096.25273,0,0,0,109855.1594,163031.8944,200005.045,257387.5854,642988.4639,,-2.740962037,0.019576267,0,0,0,-0.729326937,-0.893249257,0.187530777,-1.908116968,0.116550356,,,,,,,,,,,
32,128,8,20393.28264,57184.94515,0,0,0,109867.4063,163137.2048,202138.6483,258569.9025,647880.0315,,-2.659149545,0.174945101,0,0,0,-0.718260047,-0.829231272,1.256306062,-1.457529156,0.878192121,,,,,,,,,,,
32,128,16,20663.22827,56876.11552,0,0,0,100996.1043,155867.6834,200475.7091,258462.3415,644091.1368,,-1.370649924,-0.366053775,0,0,0,-8.73481679,-5.248358253,0.423298228,-1.498521264,0.288242092,,,,,,,,,,,
32,128,32,20795.79391,57166.18694,0,0,0,107149.3161,161244.0358,200185.1593,259816.8306,644097.2832,,-0.737889975,0.142085013,0,0,0,-3.174463635,-1.980084794,0.277754564,-0.982317706,0.289199118,,,,,,,,,,,
32,128,64,20765.33236,57062.23681,0,0,0,108040.2156,160906.1808,199734.0963,258792.2433,618147.5743,,-0.883288516,-0.040011834,0,0,0,-2.369401836,-2.185466141,0.051805811,-1.372793784,-3.751301587,,,,,,,,,,,
32,256,4,20370.08035,57484.07998,0,0,0,112780.8666,168184.7594,216143.711,277457.0348,642611.2531,,-2.769898278,0.69896092,0,0,0,1.914489906,2.239166744,8.271792377,5.740465166,0.05781673,,,,,,,,,,,
32,256,8,20399.33818,57499.98616,0,0,0,112382.2991,167913.5338,216242.7376,276617.5584,646693.1371,,-2.630245339,0.726824907,0,0,0,1.554324167,2.074289242,8.321397262,5.420535879,0.693386678,,,,,,,,,,,
32,256,16,20657.70009,56972.36822,0,0,0,101585.5906,156004.3605,201553.7843,267654.5932,644274.7179,,-1.397036923,-0.197441063,0,0,0,-8.202127169,-5.165272502,0.963333066,2.004698514,0.316826601,,,,,,,,,,,
32,256,32,20793.46973,56183.20916,0,0,0,107558.6815,161284.2372,201185.1494,266170.2332,644821.3948,,-0.748983713,-1.579867246,0,0,0,-2.804540406,-1.955646442,0.778674635,1.439000434,0.401946952,,,,,,,,,,,
32,256,64,20770.15957,56531.53305,0,0,0,108417.702,161152.1018,199715.243,261034.8516,619311.8009,,-0.860247335,-0.969683456,0,0,0,-2.028286105,-2.035971236,0.042361705,-0.518122911,-3.570025621,,,,,,,,,,,
32,512,4,20375.16483,57278.61001,0,0,0,116344.7561,174065.1993,224657.7114,288432.7264,643405.7857,,-2.745629154,0.339024523,0,0,0,5.135000533,5.813873981,12.53666816,9.923364087,0.18152947,,,,,,,,,,,
32,512,8,20361.38699,57290.08614,0,0,0,115874.2065,173303.4488,224634.3047,287305.2841,647678.4179,,-2.811393272,0.35912807,0,0,0,4.709788201,5.350807409,12.52494316,9.493689368,0.846799864,,,,,,,,,,,
32,512,16,20644.3526,56720.40792,0,0,0,100651.6803,155804.144,203308.7199,269150.8217,645275.9301,,-1.460746903,-0.63881788,0,0,0,-9.04605568,-5.286983705,1.842424228,2.574919761,0.472720395,,,,,,,,,,,
