32,32,4,-2.30752093,-0.890923556,-0.448835636,0.036379695,-8.860160439,4.76125805,-0.522543535,1.149584166,-0.855252411,-8.555205368,,,-0.155464921,0.024620511,0.004132255,0.07035677,500.8832484,9.31329965,-0.031524743,1.739022405,-0.34491284,-3.83714052
32,32,8,-2.238819499,-0.785780147,-0.234299502,0.055752711,-7.167050378,4.836130249,-0.453638047,1.062714199,-0.784981139,-5.75585239,,,,,,,,,,,,
32,32,16,-1.237639624,-0.412043325,-0.09870026,0.048509971,75.55876597,3.081752675,-0.119207028,1.098696814,-0.406490943,-4.638899522,,,7.616962249,4.074060411,0.206855043,0.136590639,645.6734103,66.92487612,2.538343884,5.90420087,2.340716981,0.431439644
32,32,32,-0.747980654,-0.323939323,-0.021474132,0.049918175,245.0904272,1.536966079,-0.241605132,0.785949106,-0.630911232,-4.01267023,,,,,,,,,,,,
32,32,64,-0.560422208,-0.239730784,0.004132255,0.057397651,500.8832484,0.605061907,-0.310206325,0.632606716,-0.800594894,-14.66997094,,,,,,,,,,,,
32,64,4,-2.119846625,-0.768234467,-0.690340181,0.052656682,-11.05161353,4.810944382,-0.506310189,1.305518453,-0.806910449,-7.501585575,,,,,,,,,,,,
32,64,8,-2.300466265,-0.881708386,-0.308465845,0.054112702,-9.880594962,4.89127117,-0.407035619,1.010852104,-0.727918779,-4.940011062,,,,,,,,,,,,
32,64,16,-1.148048488,-0.515471233,-0.110589915,0.062766404,74.8264734,2.984725892,-0.151827013,0.952811341,-0.502848289,-4.592157586,,,,,,,,,,,,
32,64,32,-0.764105229,-0.422281145,-0.028897566,0.058248029,244.307145,1.429666626,-0.273259649,0.790266813,-0.577103593,-3.91518809,,,,,,,,,,,,
32,64,64,-0.566572495,-0.341249507,-0.002285786,0.061264176,500.1970061,0.634663966,-0.213750629,0.635840139,-0.698033427,-14.65202246,,,,,,,,,,,,
32,128,4,-2.131626195,-0.511205856,-1.932365837,0.063796135,-12.00569285,4.896148608,-0.35374865,1.353783915,-0.678123743,-7.507595746,,,,,,,,,,,,
32,128,8,-2.20734933,-0.256950558,-0.777989783,0.057959638,-7.463754444,4.798214367,-0.503888623,0.882736421,-0.821862493,-4.993668816,,,,,,,,,,,,
32,128,16,-1.220339542,-0.76841805,-0.382259975,0.066507766,76.50082769,2.916245379,-0.277067587,0.924777993,-0.640522011,-4.64552798,,,,,,,,,,,,
32,128,32,-0.763779251,-0.308132675,-0.133372207,0.07035677,243.1001953,1.57350309,-0.159016374,0.787384609,-0.514860734,-3.988731258,,,,,,,,,,,,
32,128,64,-0.58840482,-0.196907912,-0.005580859,0.070139587,498.8152546,0.585101062,-0.24852725,0.532172387,-0.73676283,-14.67405182,,,,,,,,,,,,
32,256,4,-2.101631606,-0.184725485,-5.065500893,0.056416868,-27.26601336,4.784368268,-0.525181194,1.250556194,-0.80609813,-7.492503595,,,,,,,,,,,,
32,256,8,-2.245803445,-0.132070198,-2.575167597,0.056593997,-20.1657926,4.887550959,-0.371587657,1.117021725,-0.670181294,-4.896316759,,,,,,,,,,,,
32,256,16,-1.2625967,-1.061684882,-1.077639505,0.055535474,45.51599285,3.056462046,-0.204263693,0.974561931,-0.553676686,-4.5816278,,,,,,,,,,,,
32,256,32,-0.687876766,-0.896816245,-0.53126987,0.065276834,184.2894494,1.392747658,-0.262727633,0.656240488,-0.610048788,-4.112380769,,,,,,,,,,,,
32,256,64,-0.511699902,-0.520244228,-0.237136099,0.066530418,429.5646085,0.639241329,-0.324690334,0.56319223,-0.755307122,-14.6770729,,,,,,,,,,,,
32,512,4,-1.994334252,-0.122009352,-6.166146937,0.045309963,-27.58566901,4.910841734,-0.410985241,1.347940829,-0.712742508,-7.606572954,,,,,,,,,,,,
32,512,8,-2.18753108,-0.113486549,-3.933425258,0.058962531,-20.53025519,4.897944154,-0.435102728,1.066907372,-0.751774856,-4.987291815,,,,,,,,,,,,
32,512,16,-1.174230025,-1.408091984,-2.175681841,0.067949017,45.6510267,2.96627345,-0.228276178,1.032965589,-0.585877343,-4.636290858,,,,,,,,,,,,
32,512,32,-0.785879419,-1.469309398,-1.243238743,0.06209166,184.6621953,1.447497446,-0.228826859,0.73161338,-0.601338055,-4.031721985,,,,,,,,,,,,
32,512,64,-0.518887,-1.341056847,-0.497153139,0.063859857,429.1050034,0.685337946,-0.291748589,0.622752365,-0.710812892,-14.68576238,,,,,,,,,,,,
32,1024,4,-2.082868712,-0.147355537,-10.66277866,0.045511595,-27.3968047,4.817285489,-0.429510286,1.319994814,-0.707953391,-7.5423043,,,,,,,,,,,,
32,1024,8,-2.168973824,-0.082238258,-7.078087726,0.045625783,-20.45296136,4.960468584,-0.31193446,1.134517489,-0.639740264,-4.982603107,,,,,,,,,,,,
32,1024,16,-1.242826172,-2.140805116,-4.342103963,0.049348064,45.61897194,2.973515149,-0.286113896,0.876545125,-0.698886106,-4.676627589,,,,,,,,,,,,
32,1024,32,-0.750097678,-2.097474895,-2.934581459,0.058263811,184.5886721,1.537567376,-0.178452277,0.807404445,-0.530401191,-4.009574573,,,,,,,,,,,,
32,1024,64,-0.575242999,-2.35296958,-1.762588458,0.059258298,428.9260812,0.624386028,-0.28595637,0.659718193,-0.710757109,-14.6855791,,,,,,,,,,,,
32,2048,4,-2.003687434,-0.123796276,-22.86339574,0.028619654,-27.59052118,4.879381196,-0.406505249,1.33724255,-0.705499879,-7.530901165,,,,,,,,,,,,
32,2048,8,-2.155403847,-0.078632074,-14.35264994,0.032378859,-20.55154171,4.944405193,-0.337833522,1.069668912,-0.664482589,-5.018607555,,,,,,,,,,,,
