32,32,4,-2.403339764,-0.77713648,0,0,0,-0.578992683,-5.610196819,-4.918698112,-6.823535913,24.23128584,,,32,32,4,-2.251013596,-0.868365758,0,0,0,-0.537190595,-5.314724765,-3.98756325,-6.776357005,0.986145706,,,3.130515382,1.578641993,0,0,0,4.941441289,5.624542012,12.36284438,10.47251471,50.60042979,0,0,16384,16384,64,3.291478638,1.485246722,0,0,0,4.985564473,5.955182604,13.46321806,10.52845129,22.42131153
32,32,8,-1.826416762,0.287564043,0,0,0,1.467686193,-1.694218866,0.53283923,-0.510163377,24.6205573,,,32,32,8,-1.673190149,0.195355839,0,0,0,1.510348819,-1.386488474,1.517361207,-0.45978776,1.302579874,,,-12.07541652,-41.67476722,0,0,0,-22.58886134,-29.84666429,-25.65338755,-27.2434568,2.804428664,0,0,32,32,4,-11.93818626,-41.72839366,0,0,0,-22.55631342,-29.62706058,-24.92530831,-27.2066173,-16.43149355
32,32,16,0.012262574,0.208890365,0,0,0,-3.072547568,-2.037490075,-1.482987881,-0.030623819,23.93853559,,,32,32,16,0.168358947,0.116754496,0,0,0,-3.031793908,-1.730834239,-0.518206977,0.019994607,0.74817248,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,32,32,1.125691044,0.112044363,0,0,0,-1.527041299,-1.263552021,-0.392121387,2.107497729,23.65013977,,,32,32,32,1.283525226,0.019997538,0,0,0,-1.485637823,-0.954473497,0.583342415,2.159198771,0.513738926,,,5.274397536,43.62791832,0,0,0,13.49712556,13.41966132,19.8725927,18.12462059,-18.36026994,0,0,16384,16384,64,6.410939218,43.53179662,0,0,0,12.6517599,12.79217248,18.57984811,17.24653709,23.41165718
32,32,64,0.90865918,0.064517453,0,0,0,-0.08130204,-0.434580701,0.329697562,2.418632832,18.68478038,,,32,32,64,1.066154624,-0.027485674,0,0,0,-0.039290695,-0.122907215,1.312230165,2.470491413,-3.522543111,,,-28.0204005,-38.81347215,0,0,0,-43.35553551,-42.85034762,-43.31316842,-43.43725803,-71.5708833,0,0,32,32,4,-27.24330923,-38.85442069,0,0,0,-43.77744299,-43.16652533,-43.92449744,-43.85771915,-57.0247917
32,64,4,-2.228667962,-0.440137665,0,0,0,-0.507503959,-5.461099565,-4.765155557,-6.595372355,24.28488569,,,32,64,4,-2.076069172,-0.531676793,0,0,0,-0.465671813,-5.165160786,-3.832517048,-6.548077919,1.029716387,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,64,8,-1.879772498,-0.180268671,0,0,0,1.571277937,-1.632944007,0.577190566,-0.429643694,24.68884584,,,32,64,8,-1.726629161,-0.272046731,0,0,0,1.613984118,-1.325021805,1.562146877,-0.379227307,1.358090822,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,64,16,-0.035477816,0.29317358,0,0,0,-3.261115121,-2.015904871,-1.328516902,-0.098091644,23.81632242,,,32,64,16,0.120544045,0.200960219,0,0,0,-3.220440745,-1.709181466,-0.362223257,-0.047507379,0.648826837,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,64,32,1.056272149,0.091896747,0,0,0,-1.602824993,-0.945787249,-0.313108961,2.106343115,23.65062534,,,32,64,32,1.213997984,-0.000131553,0,0,0,-1.561453381,-0.635714013,0.663128613,2.158043572,0.514133635,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,64,64,0.871562939,-0.056587301,0,0,0,-0.155183694,-0.512557352,0.244490249,2.335876951,18.57928972,,,32,64,64,1.029000485,-0.148479079,0,0,0,-0.113203413,-0.20112796,1.226188413,2.38769363,-3.608295225,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,128,4,-2.283196071,0.313858987,0,0,0,-0.599023153,-5.092864189,-3.040145041,-6.342314366,24.315086,,,32,128,4,-2.130682386,0.221626607,0,0,0,-0.557229487,-4.795772709,-2.090613437,-6.294891797,1.054265861,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,128,8,-1.804683491,0.797919429,0,0,0,1.467908639,-0.930022174,1.137587883,-0.438275141,24.69640025,,,32,128,8,-1.651422957,0.705241985,0,0,0,1.510571358,-0.619899589,2.128032186,-0.387863124,1.364231717,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,128,16,0.053013138,0.813072155,0,0,0,-2.935266212,-1.915537785,-1.015628183,-0.100599513,23.95644362,,,32,128,16,0.209173114,0.720380779,0,0,0,-2.894454831,-1.608500197,-0.046270408,-0.050016519,0.762729708,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,128,32,1.163774455,1.557393705,0,0,0,-1.731575182,-0.951804939,-0.202036251,2.129593535,23.61632033,,,32,128,32,1.321668076,1.464017972,0,0,0,-1.690257703,-0.64175054,0.775289062,2.181305764,0.486247503,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,128,64,0.948310311,0.827920995,0,0,0,-0.269544053,-0.502004855,0.383915259,2.4548926,18.64576838,,,32,128,64,1.105867641,0.735215966,0,0,0,-0.227611855,-0.19054243,1.366978817,2.506769541,-3.554255502,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,256,4,-2.232192243,0.664430169,0,0,0,2.006919109,-0.866180411,2.896488309,-2.049591809,23.94631254,,,32,256,4,-2.079598952,0.571875459,0,0,0,2.049808458,-0.555857979,3.904157592,-1.999995666,0.754494267,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,256,8,-1.664835106,0.842201774,0,0,0,3.548065123,1.628680377,5.807009367,2.815365296,24.29048634,,,32,256,8,-1.5113563,0.749483615,0,0,0,3.591602455,1.946812568,6.843181495,2.867424758,1.034269091,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,256,16,-0.099619895,0.788805359,0,0,0,-3.680835579,-1.337627949,-1.149822945,0.339205254,24.00454622,,,32,256,16,0.056301856,0.696136294,0,0,0,-3.640337677,-1.028781307,-0.181779344,0.390010939,0.80183174,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,256,32,1.317392976,-0.698691251,0,0,0,-1.615501621,-1.459153549,0.336974629,2.012374341,23.80640016,,,32,256,32,1.47552636,-0.789992654,0,0,0,-1.574135338,-1.150687324,1.319578496,2.064027218,0.640761147,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,256,64,0.931693704,-0.21005633,0,0,0,-0.141925489,-0.558759496,0.509270783,2.489684037,18.61911394,,,32,256,64,1.0892251,-0.301807003,0,0,0,-0.099939634,-0.247474732,1.493561953,2.541578594,-3.575922584,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,512,4,-2.22784077,0.136334694,0,0,0,4.731019917,1.172927038,4.788119417,-0.423510774,24.09747263,,,32,512,4,-2.075240688,0.044265536,0,0,0,4.775054628,1.489632568,5.814313517,-0.373091282,0.87737052,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,512,8,-1.962003596,0.358160703,0,0,0,4.705587251,3.107733094,8.718784211,5.130979198,24.77966838,,,32,512,8,-1.808988603,0.26588759,0,0,0,4.749611269,3.430495221,9.783471463,5.184211146,1.431919394,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,512,16,0.0916367,0.608136271,0,0,0,-5.77919875,-1.300016651,-0.937570781,0.572746402,24.13991221,,,32,512,16,0.247856959,0.51563332,0,0,0,-5.739583116,-0.991052273,0.032551414,0.623670338,0.911869154,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,512,32,1.178831881,-0.871680576,0,0,0,-2.380022534,-1.962151504,0.472999888,1.614131708,23.99364807,,,32,512,32,1.336749004,-0.962822926,0,0,0,-2.338977698,-1.655259833,1.456935856,1.665582938,0.792972763,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,512,64,0.950435082,-1.158901074,0,0,0,-0.470775135,-0.683672931,0.530902175,2.056119266,18.82824012,,,32,512,64,1.107995729,-1.249779343,0,0,0,-0.428927546,-0.372779189,1.515405182,2.107794292,-3.40592638,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,1024,4,-2.271640585,0.240441316,0,0,0,4.573572685,0.900033404,5.288340645,-0.73761538,24.17383237,,,32,1024,4,-2.119108865,0.148276438,0,0,0,4.617541196,1.215884683,6.319433431,-0.687354931,0.939442458,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,1024,8,-1.841995405,0.453187348,0,0,0,4.563792655,3.222442141,9.486092946,4.885411963,24.86412585,,,32,1024,8,-1.688793106,0.360826864,0,0,0,4.607757055,3.545563347,10.55829448,4.938519571,1.500573878,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,1024,16,0.028784356,0.612499484,0,0,0,-6.280968981,-1.180991519,-0.552688526,0.73707285,24.42331213,,,32,1024,16,0.184906516,0.519992522,0,0,0,-6.241564319,-0.871654552,0.421202836,0.788079991,1.142241606,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,1024,32,1.170690015,-0.793382401,0,0,0,-2.745080868,-1.931967246,0.584505142,1.665829261,24.04100302,,,32,1024,32,1.32859443,-0.884596742,0,0,0,-2.704189523,-1.624981087,1.569533085,1.717306669,0.831467041,,,,,,,,,,,,,,,,,,,,,,,,,,,
