32,32,4,2.250469254,0.903305944,0,0,0,0.263107347,0.37444573,2.959806384,0.773147525,0.991734797
32,32,8,1.189918956,0.783331664,0,0,0,0.179294068,0.255884875,2.855426987,0.305374646,1.064855239
32,32,16,0.415942459,0.479318108,0,0,0,0.160792348,0.217805192,1.623466427,0.250721372,1.01044378
32,32,32,0.270796836,0.40463381,0,0,0,0.195946914,0.168109959,1.084971803,0.217658301,1.472687952
32,32,64,0.389968899,0.256718427,0,0,0,0.165200883,0.098244,0.924187361,0.24361414,1.098222924
32,64,4,1.354514703,0.902612894,0,0,0,0.319864727,0.452993602,2.734554328,0.900559122,0.711954832
32,64,8,1.191568954,0.785540939,0,0,0,0.2373778,0.298526593,2.661987855,0.307226485,1.337738446
32,64,16,0.531269056,0.633551513,0,0,0,0.209900315,0.230026919,1.45585869,0.269984167,1.240134526
32,64,32,0.23809962,0.455988409,0,0,0,0.292895145,0.220340576,0.954236379,0.237729301,1.572662279
32,64,64,0.263417978,0.31438625,0,0,0,0.343118203,0.202181045,0.783101624,0.345140691,0.934424147
32,128,4,1.378096944,0.496811455,0,0,0,0.563637856,0.407550312,2.850402575,0.818897498,0.755389654
32,128,8,1.291722871,0.190283152,0,0,0,0.53105266,0.306668926,2.818469404,0.265176765,1.297073527
32,128,16,0.471082814,0.733684355,0,0,0,0.224252557,0.233454916,1.449245757,0.267712328,1.313073766
32,128,32,0.165714577,0.159171287,0,0,0,0.241716001,0.161218003,0.987140542,0.228641086,1.444061034
32,128,64,0.422693675,0.004536456,0,0,0,0.175116345,0.087001958,0.881092637,0.208290519,1.257258404
32,256,4,1.398374182,0.321108869,0,0,0,0.722987618,0.416033613,3.383953899,0.770924181,0.758277847
32,256,8,1.189286832,0.168838867,0,0,0,0.723916966,0.370358164,3.20226133,0.412454266,1.643048738
32,256,16,0.502813857,1.084512503,0,0,0,0.372625093,0.370175912,1.761313748,0.421892433,1.671218561
32,256,32,0.137550626,0.821884772,0,0,0,0.277255926,0.202350304,1.213996945,0.234594826,1.474230581
32,256,64,0.392405596,0.287335334,0,0,0,0.298655658,0.120718691,0.950923155,0.269946796,1.343393038
