32,32,4,-2.038958049,-0.974017917,0,0,0,-0.238202466,-0.380998119,2.789152737,-0.766850912,2.500513214,,32,32,4,2.250469254,0.903305944,0,0,0,0.263107347,0.37444573,2.959806384,0.773147525,0.991734797,,0.814541543,-0.045227852,0,0,0,-0.047973428,-0.024125184,3.917694433,-0.11094874,7.480856318,0,16384,16384,64,9.715151387,38.33725824,0,0,0,22.9493393,20.99105644,20.07466797,21.00247582,17.61248462
32,32,8,-0.976112924,-0.854129247,0,0,0,-0.154368259,-0.262445062,2.684946347,-0.29904835,0.413198498,,32,32,8,1.189918956,0.783331664,0,0,0,0.179294068,0.255884875,2.855426987,0.305374646,1.064855239,,-9.51979232,-38.38125863,0,0,0,-22.9300993,-20.99625287,-20.20714248,-20.9974629,-16.38164623,0,32,32,4,0.003694474,0.004536456,0,0,0,0.072925798,0.017549321,0.027714602,0.117286971,0.05097149
32,32,16,-0.200461691,-0.550332625,0,0,0,-0.135861919,-0.224367884,1.455027735,-0.244391608,0.468422844,,32,32,16,0.415942459,0.479318108,0,0,0,0.160792348,0.217805192,1.623466427,0.250721372,1.01044378,,,,,,,,,,,,,,,,,,,,,,,,,
32,32,32,0.487763576,-0.475701619,0,0,0,-0.171025263,-0.174675919,0.917425653,-0.211326439,-0.000727082,,32,32,32,0.270796836,0.40463381,0,0,0,0.195946914,0.168109959,1.084971803,0.217658301,1.472687952,,14.63584547,12.64420094,0,0,0,21.03411079,26.49493729,23.65677678,25.43810147,19.95508848,0,16384,16384,64,15.36135958,29.55632901,0,0,0,20.83098779,26.15568296,37.84951684,25.38895853,43.72147553
32,32,64,0.607193504,-0.327891783,0,0,0,-0.140271554,-0.104814556,0.756907709,-0.237283925,2.608592233,,32,32,64,0.389968899,0.256718427,0,0,0,0.165200883,0.098244,0.924187361,0.24361414,1.098222924,,-13.9134,-29.7374286,0,0,0,-18.77676749,-24.12476421,-37.56792137,-25.28724956,-37.10541704,0,32,32,4,0.338809452,0.00540435,0,0,0,0.00512433,0.023366999,0.043802728,0.002638297,0.078764486
32,64,4,-1.141064825,-0.973325362,0,0,0,-0.29497402,-0.459540825,2.564274032,-0.894270595,2.216553442,,32,64,4,1.354514703,0.902612894,0,0,0,0.319864727,0.452993602,2.734554328,0.900559122,0.711954832,,,,,,,,,,,,,,,,,,,,,,,,,
32,64,8,-0.977766493,-0.856336945,0,0,0,-0.212466494,-0.305083976,2.491827836,-0.300900306,0.136238519,,32,64,8,1.191568954,0.785540939,0,0,0,0.2373778,0.298526593,2.661987855,0.307226485,1.337738446,,,,,,,,,,,,,,,,,,,,,,,,,
32,64,16,-0.316037833,-0.704455974,0,0,0,-0.184982149,-0.236588806,1.287697804,-0.263655625,0.235300605,,32,64,16,0.531269056,0.633551513,0,0,0,0.209900315,0.230026919,1.45585869,0.269984167,1.240134526,,,,,,,,,,,,,,,,,,,,,,,,,
32,64,32,0.454995609,-0.527019573,0,0,0,-0.267997703,-0.226903101,0.786906921,-0.231398712,-0.102194987,,32,64,32,0.23809962,0.455988409,0,0,0,0.292895145,0.220340576,0.954236379,0.237729301,1.572662279,,,,,,,,,,,,,,,,,,,,,,,,,
32,64,64,0.480368752,-0.385518457,0,0,0,-0.318233302,-0.208744764,0.616055818,-0.338816919,2.442346364,,32,64,64,0.263417978,0.31438625,0,0,0,0.343118203,0.202181045,0.783101624,0.345140691,0.934424147,,,,,,,,,,,,,,,,,,,,,,,,,
32,128,4,-1.164698093,-0.567813488,0,0,0,-0.53880802,-0.414100524,2.679930263,-0.812603788,2.260637163,,32,128,4,1.378096944,0.496811455,0,0,0,0.563637856,0.407550312,2.850402575,0.818897498,0.755389654,,,,,,,,,,,,,,,,,,,,,,,,,
32,128,8,-1.078137123,-0.261503914,0,0,0,-0.506214687,-0.313225773,2.64805002,-0.258847918,0.177510957,,32,128,8,1.291722871,0.190283152,0,0,0,0.53105266,0.306668926,2.818469404,0.265176765,1.297073527,,,,,,,,,,,,,,,,,,,,,,,,,
32,128,16,-0.255721359,-0.804517365,0,0,0,-0.199337974,-0.240016578,1.281095832,-0.261383642,0.16127168,,32,128,16,0.471082814,0.733684355,0,0,0,0.224252557,0.233454916,1.449245757,0.267712328,1.313073766,,,,,,,,,,,,,,,,,,,,,,,,,
32,128,32,0.38245394,-0.230414249,0,0,0,-0.216805779,-0.167784416,0.819756546,-0.222309921,0.028327512,,32,128,32,0.165714577,0.159171287,0,0,0,0.241716001,0.161218003,0.987140542,0.228641086,1.444061034,,,,,,,,,,,,,,,,,,,,,,,,,
32,128,64,0.639989091,-0.07588976,0,0,0,-0.150189493,-0.093573252,0.713884413,-0.201958062,2.770003643,,32,128,64,0.422693675,0.004536456,0,0,0,0.175116345,0.087001958,0.881092637,0.208290519,1.257258404,,,,,,,,,,,,,,,,,,,,,,,,,
32,256,4,-1.185019207,-0.392236278,0,0,0,-0.698197572,-0.422583267,3.212597237,-0.764627427,2.263568505,,32,256,4,1.398374182,0.321108869,0,0,0,0.722987618,0.416033613,3.383953899,0.770924181,0.758277847,,,,,,,,,,,,,,,,,,,,,,,,,
32,256,8,-0.975479432,-0.24007493,0,0,0,-0.699127152,-0.376910822,3.03120582,-0.406134765,-0.173632994,,32,256,8,1.189286832,0.168838867,0,0,0,0.723916966,0.370358164,3.20226133,0.412454266,1.643048738,,,,,,,,,,,,,,,,,,,,,,,,,
32,256,16,-0.287521062,-1.155095174,0,0,0,-0.34774756,-0.376728582,1.592646576,-0.41557353,-0.202223663,,32,256,16,0.502813857,1.084512503,0,0,0,0.372625093,0.370175912,1.761313748,0.421892433,1.671218561,,,,,,,,,,,,,,,,,,,,,,,,,
32,256,32,0.354229047,-0.892654845,0,0,0,-0.252354579,-0.208914012,1.04623694,-0.228264038,-0.002292757,,32,256,32,0.137550626,0.821884772,0,0,0,0.277255926,0.202350304,1.213996945,0.234594826,1.474230581,,,,,,,,,,,,,,,,,,,,,,,,,
