32,32,4,-1.593342633,-1.007177098,0,0,0,-0.460610629,-0.625522301,2.583296948,-1.068315965,-5.586951859,,,,1.233754559,0.018344233,0,0,0,-0.022583731,-0.019281961,3.753605345,-0.321367325,-1.015015293
32,32,8,-0.904751918,-0.839128315,0,0,0,-0.250236099,-0.339801659,2.524109128,-0.666466709,-3.687064528,,,,,,,,,,,,,
32,32,16,0.141265449,-0.478600852,0,0,0,-0.022583731,-0.04261239,1.349541594,-0.39485151,-2.132859314,,,,33.69618287,41.56687529,0,0,0,43.13024969,48.88650295,48.60204787,49.13101301,51.74044888
32,32,32,0.686532184,-0.40971538,0,0,0,-0.062830094,-0.049293807,0.876795417,-0.451530286,-1.177445027,,,,,,,,,,,,,
32,32,64,0.808030848,-0.311747956,0,0,0,-0.072192146,-0.074314201,0.651282999,-0.561668462,-12.30545284,,,,,,,,,,,,,
32,64,4,-0.622127685,-0.983926155,0,0,0,-0.300627729,-0.507254602,2.618772079,-0.91620399,-5.437793927,,,,,,,,,,,,,
32,64,8,-0.807069329,-1.000068315,0,0,0,-0.249502873,-0.350474692,2.383549699,-0.698673929,-2.537066334,,,,,,,,,,,,,
32,64,16,0.257471395,-0.61601731,0,0,0,-0.263056329,-0.232994753,1.055442788,-0.58632752,-1.891358902,,,,,,,,,,,,,
32,64,32,0.793353144,-0.532031295,0,0,0,-0.026936369,-0.056953026,0.753880619,-0.481061092,-1.338148952,,,,,,,,,,,,,
32,64,64,0.777807299,-0.453622865,0,0,0,-0.070197133,-0.090875864,0.572253963,-0.571686158,-12.21456507,,,,,,,,,,,,,
32,128,4,-0.719167788,-0.695572493,0,0,0,-0.439462021,-0.56691949,2.693473041,-1.022246275,-5.444716532,,,,,,,,,,,,,
32,128,8,-0.726884081,-0.492411263,0,0,0,-0.400608488,-0.366772568,2.434506362,-0.65757781,-2.53955746,,,,,,,,,,,,,
32,128,16,0.211737512,-0.888070263,0,0,0,-0.175124364,-0.155762683,0.994039085,-0.542809486,-1.87597879,,,,,,,,,,,,,
32,128,32,0.672021357,-0.292817881,0,0,0,-0.119539599,-0.091282607,0.692238131,-0.503769818,-1.30717238,,,,,,,,,,,,,
32,128,64,0.830443803,-0.278896185,0,0,0,-0.119954723,-0.113600357,0.462369497,-0.592418165,-12.16383051,,,,,,,,,,,,,
